Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
HS,2015,201501,January 2015,4,0,2,Exports,826,United Kingdom,,372,Ireland,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,3087426,,4020981,,,0
HS,2015,201501,January 2015,4,0,1,Imports,826,United Kingdom,,381,Italy,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,42620,,150133,,,0
HS,2015,201501,January 2015,4,0,2,Exports,826,United Kingdom,,381,Italy,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,3637,,23267,,,0
HS,2015,201501,January 2015,4,0,2,Exports,826,United Kingdom,,384,Côte d'Ivoire,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,197500,,754313,,,0
HS,2015,201501,January 2015,4,0,2,Exports,826,United Kingdom,,388,Jamaica,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,100000,,296712,,,0
HS,2015,201501,January 2015,4,0,2,Exports,826,United Kingdom,,400,Jordan,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,25000,,58259,,,0
HS,2015,201501,January 2015,4,0,2,Exports,826,United Kingdom,,404,Kenya,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,19503,,77766,,,0
HS,2015,201501,January 2015,4,0,2,Exports,826,United Kingdom,,414,Kuwait,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,2200,,2470,,,0
HS,2015,201501,January 2015,4,0,2,Exports,826,United Kingdom,,422,Lebanon,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,260000,,992409,,,0
HS,2015,201501,January 2015,4,0,2,Exports,826,United Kingdom,,428,Latvia,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,18,,61,,,0
HS,2015,201501,January 2015,4,0,1,Imports,826,United Kingdom,,440,Lithuania,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,24931,,44560,,,0
HS,2015,201501,January 2015,4,0,2,Exports,826,United Kingdom,,458,Malaysia,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,24000,,56275,,,0
HS,2015,201501,January 2015,4,0,2,Exports,826,United Kingdom,,466,Mali,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,81000,,307357,,,0
HS,2015,201501,January 2015,4,0,2,Exports,826,United Kingdom,,470,Malta,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,512,,1403,,,0
HS,2015,201501,January 2015,4,0,2,Exports,826,United Kingdom,,480,Mauritius,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,255000,,786965,,,0
HS,2015,201501,January 2015,4,0,1,Imports,826,United Kingdom,,528,Netherlands,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,1493785,,3379355,,,0
HS,2015,201501,January 2015,4,0,2,Exports,826,United Kingdom,,528,Netherlands,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,1936490,,3788929,,,0
HS,2015,201501,January 2015,4,0,2,Exports,826,United Kingdom,,566,Nigeria,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,100000,,274785,,,0
HS,2015,201501,January 2015,4,0,1,Imports,826,United Kingdom,,616,Poland,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,210608,,470594,,,0
HS,2015,201501,January 2015,4,0,2,Exports,826,United Kingdom,,616,Poland,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,6238,,10145,,,0
HS,2015,201501,January 2015,4,0,1,Imports,826,United Kingdom,,620,Portugal,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,820,,3975,,,0
HS,2015,201501,January 2015,4,0,2,Exports,826,United Kingdom,,620,Portugal,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,723,,3165,,,0
HS,2015,201501,January 2015,4,0,2,Exports,826,United Kingdom,,662,Saint Lucia,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,1950,,4797,,,0
HS,2015,201501,January 2015,4,0,2,Exports,826,United Kingdom,,682,Saudi Arabia,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,130000,,595709,,,0
HS,2015,201501,January 2015,4,0,2,Exports,826,United Kingdom,,686,Senegal,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,350000,,1041409,,,0
HS,2015,201501,January 2015,4,0,1,Imports,826,United Kingdom,,703,Slovakia,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,8619,,39648,,,0
HS,2015,201501,January 2015,4,0,2,Exports,826,United Kingdom,,703,Slovakia,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,3,,12,,,0
HS,2015,201501,January 2015,4,0,2,Exports,826,United Kingdom,,705,Slovenia,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,3600,,9335,,,0
HS,2015,201501,January 2015,4,0,1,Imports,826,United Kingdom,,724,Spain,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,648287,,1290308,,,0
HS,2015,201501,January 2015,4,0,2,Exports,826,United Kingdom,,724,Spain,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,2154,,10107,,,0
HS,2015,201501,January 2015,4,0,1,Imports,826,United Kingdom,,752,Sweden,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,101211,,319373,,,0
HS,2015,201501,January 2015,4,0,2,Exports,826,United Kingdom,,752,Sweden,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,258,,1739,,,0
HS,2015,201501,January 2015,4,0,2,Exports,826,United Kingdom,,757,Switzerland,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,7819,,88570,,,0
HS,2015,201501,January 2015,4,0,2,Exports,826,United Kingdom,,764,Thailand,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,200100,,519496,,,0
HS,2015,201501,January 2015,4,0,2,Exports,826,United Kingdom,,784,United Arab Emirates,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,112068,,417480,,,0
HS,2015,201501,January 2015,4,0,2,Exports,826,United Kingdom,,818,Egypt,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,150000,,349294,,,0
HS,2015,201501,January 2015,4,0,2,Exports,826,United Kingdom,,854,Burkina Faso,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,50000,,188077,,,0
HS,2015,201501,January 2015,4,0,2,Exports,826,United Kingdom,,887,Yemen,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,350000,,809764,,,0
HS,2015,201501,January 2015,4,0,2,Exports,826,United Kingdom,,894,Zambia,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,16000,,48246,,,0
HS,2015,201501,January 2015,4,0,2,Exports,826,United Kingdom,,899,"Areas, nes",,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,2100,,3719,,,0
HS,2015,201502,February 2015,4,0,1,Imports,826,United Kingdom,,0,World,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,7173180,,17405593,,,0
HS,2015,201502,February 2015,4,0,2,Exports,826,United Kingdom,,0,World,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,8600215,,21025055,,,0
HS,2015,201502,February 2015,4,0,2,Exports,826,United Kingdom,,12,Algeria,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,300000,,808143,,,0
HS,2015,201502,February 2015,4,0,2,Exports,826,United Kingdom,,24,Angola,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,100000,,510452,,,0
HS,2015,201502,February 2015,4,0,2,Exports,826,United Kingdom,,40,Austria,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,1163,,2904,,,0
HS,2015,201502,February 2015,4,0,2,Exports,826,United Kingdom,,50,Bangladesh,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,25000,,61681,,,0
HS,2015,201502,February 2015,4,0,1,Imports,826,United Kingdom,,56,Belgium,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,580691,,1864769,,,0
HS,2015,201502,February 2015,4,0,2,Exports,826,United Kingdom,,56,Belgium,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,73327,,90760,,,0
HS,2015,201502,February 2015,4,0,2,Exports,826,United Kingdom,,100,Bulgaria,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,18,,25,,,0
HS,2015,201502,February 2015,4,0,2,Exports,826,United Kingdom,,120,Cameroon,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,150000,,369180,,,0
HS,2015,201502,February 2015,4,0,2,Exports,826,United Kingdom,,144,Sri Lanka,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,5500,,14566,,,0
HS,2015,201502,February 2015,4,0,2,Exports,826,United Kingdom,,156,China,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,128743,,643523,,,0
HS,2015,201502,February 2015,4,0,2,Exports,826,United Kingdom,,178,Congo,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,100000,,374541,,,0
HS,2015,201502,February 2015,4,0,2,Exports,826,United Kingdom,,192,Cuba,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,500000,,1315526,,,0
HS,2015,201502,February 2015,4,0,2,Exports,826,United Kingdom,,196,Cyprus,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,3323,,6367,,,0
HS,2015,201502,February 2015,4,0,1,Imports,826,United Kingdom,,203,Czech Rep.,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,1532,,7059,,,0
HS,2015,201502,February 2015,4,0,1,Imports,826,United Kingdom,,208,Denmark,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,34880,,92592,,,0
HS,2015,201502,February 2015,4,0,2,Exports,826,United Kingdom,,208,Denmark,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,58670,,151875,,,0
HS,2015,201502,February 2015,4,0,2,Exports,826,United Kingdom,,212,Dominica,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,50000,,152161,,,0
HS,2015,201502,February 2015,4,0,2,Exports,826,United Kingdom,,214,Dominican Rep.,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,200000,,594028,,,0
HS,2015,201502,February 2015,4,0,2,Exports,826,United Kingdom,,246,Finland,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,88,,680,,,0
HS,2015,201502,February 2015,4,0,1,Imports,826,United Kingdom,,251,France,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,1815363,,4692458,,,0
HS,2015,201502,February 2015,4,0,2,Exports,826,United Kingdom,,251,France,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,193040,,367753,,,0
HS,2015,201502,February 2015,4,0,2,Exports,826,United Kingdom,,266,Gabon,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,41000,,127014,,,0
HS,2015,201502,February 2015,4,0,1,Imports,826,United Kingdom,,276,Germany,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,1804690,,3552583,,,0
HS,2015,201502,February 2015,4,0,2,Exports,826,United Kingdom,,276,Germany,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,283630,,754950,,,0
HS,2015,201502,February 2015,4,0,2,Exports,826,United Kingdom,,288,Ghana,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,125000,,386257,,,0
HS,2015,201502,February 2015,4,0,2,Exports,826,United Kingdom,,300,Greece,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,24,,107,,,0
HS,2015,201502,February 2015,4,0,2,Exports,826,United Kingdom,,324,Guinea,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,190500,,712912,,,0
HS,2015,201502,February 2015,4,0,2,Exports,826,United Kingdom,,328,Guyana,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,16500,,48751,,,0
HS,2015,201502,February 2015,4,0,2,Exports,826,United Kingdom,,344,"China, Hong Kong SAR",,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,114295,,1119765,,,0
HS,2015,201502,February 2015,4,0,1,Imports,826,United Kingdom,,348,Hungary,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,260,,687,,,0
HS,2015,201502,February 2015,4,0,2,Exports,826,United Kingdom,,348,Hungary,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,9079,,24792,,,0
HS,2015,201502,February 2015,4,0,1,Imports,826,United Kingdom,,372,Ireland,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,1080275,,2892984,,,0
HS,2015,201502,February 2015,4,0,2,Exports,826,United Kingdom,,372,Ireland,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,2404821,,3126865,,,0
HS,2015,201502,February 2015,4,0,1,Imports,826,United Kingdom,,381,Italy,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,53276,,105704,,,0
HS,2015,201502,February 2015,4,0,2,Exports,826,United Kingdom,,381,Italy,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,2063,,5179,,,0
HS,2015,201502,February 2015,4,0,2,Exports,826,United Kingdom,,384,Côte d'Ivoire,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,250000,,1053697,,,0
HS,2015,201502,February 2015,4,0,2,Exports,826,United Kingdom,,404,Kenya,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,33300,,140199,,,0
HS,2015,201502,February 2015,4,0,2,Exports,826,United Kingdom,,414,Kuwait,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,48000,,140736,,,0
HS,2015,201502,February 2015,4,0,2,Exports,826,United Kingdom,,422,Lebanon,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,25000,,53909,,,0
HS,2015,201502,February 2015,4,0,1,Imports,826,United Kingdom,,440,Lithuania,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,26850,,48623,,,0
HS,2015,201502,February 2015,4,0,2,Exports,826,United Kingdom,,442,Luxembourg,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,6,,9,,,0
HS,2015,201502,February 2015,4,0,2,Exports,826,United Kingdom,,458,Malaysia,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,50000,,122551,,,0
HS,2015,201502,February 2015,4,0,2,Exports,826,United Kingdom,,470,Malta,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,1717,,13469,,,0
HS,2015,201502,February 2015,4,0,2,Exports,826,United Kingdom,,478,Mauritania,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,50000,,119003,,,0
HS,2015,201502,February 2015,4,0,2,Exports,826,United Kingdom,,480,Mauritius,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,75000,,265104,,,0
HS,2015,201502,February 2015,4,0,2,Exports,826,United Kingdom,,504,Morocco,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,24384,,84970,,,0
HS,2015,201502,February 2015,4,0,1,Imports,826,United Kingdom,,528,Netherlands,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,1017284,,2336556,,,0
HS,2015,201502,February 2015,4,0,2,Exports,826,United Kingdom,,528,Netherlands,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,1628536,,3316095,,,0
HS,2015,201502,February 2015,4,0,2,Exports,826,United Kingdom,,579,Norway,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,4100,,20634,,,0
HS,2015,201502,February 2015,4,0,2,Exports,826,United Kingdom,,586,Pakistan,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,48000,,107652,,,0
HS,2015,201502,February 2015,4,0,2,Exports,826,United Kingdom,,608,Philippines,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,150000,,437136,,,0
HS,2015,201502,February 2015,4,0,1,Imports,826,United Kingdom,,616,Poland,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,155791,,358698,,,0
HS,2015,201502,February 2015,4,0,2,Exports,826,United Kingdom,,616,Poland,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,55,,426,,,0
HS,2015,201502,February 2015,4,0,1,Imports,826,United Kingdom,,620,Portugal,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,512,,4314,,,0
HS,2015,201502,February 2015,4,0,2,Exports,826,United Kingdom,,620,Portugal,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,511,,1956,,,0
HS,2015,201502,February 2015,4,0,2,Exports,826,United Kingdom,,642,Romania,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,4,,11,,,0
HS,2015,201502,February 2015,4,0,2,Exports,826,United Kingdom,,654,Saint Helena,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,1888,,4803,,,0
HS,2015,201502,February 2015,4,0,2,Exports,826,United Kingdom,,670,Saint Vincent and the Grenadines,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,17000,,30960,,,0
HS,2015,201502,February 2015,4,0,2,Exports,826,United Kingdom,,682,Saudi Arabia,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,80000,,183283,,,0
HS,2015,201502,February 2015,4,0,2,Exports,826,United Kingdom,,686,Senegal,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,300000,,777636,,,0
HS,2015,201502,February 2015,4,0,2,Exports,826,United Kingdom,,702,Singapore,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,118000,,450507,,,0
HS,2015,201502,February 2015,4,0,1,Imports,826,United Kingdom,,724,Spain,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,467090,,1003699,,,0
HS,2015,201502,February 2015,4,0,2,Exports,826,United Kingdom,,724,Spain,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,29887,,99072,,,0
HS,2015,201502,February 2015,4,0,2,Exports,826,United Kingdom,,740,Suriname,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,25000,,79531,,,0
HS,2015,201502,February 2015,4,0,1,Imports,826,United Kingdom,,752,Sweden,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,133786,,398823,,,0
HS,2015,201502,February 2015,4,0,2,Exports,826,United Kingdom,,752,Sweden,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,652,,5464,,,0
HS,2015,201502,February 2015,4,0,2,Exports,826,United Kingdom,,757,Switzerland,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,6881,,70217,,,0
HS,2015,201502,February 2015,4,0,2,Exports,826,United Kingdom,,764,Thailand,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,100,,1278,,,0
HS,2015,201502,February 2015,4,0,2,Exports,826,United Kingdom,,768,Togo,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,16500,,49088,,,0
HS,2015,201502,February 2015,4,0,2,Exports,826,United Kingdom,,784,United Arab Emirates,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,8638,,66931,,,0
HS,2015,201502,February 2015,4,0,2,Exports,826,United Kingdom,,818,Egypt,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,100000,,275207,,,0
HS,2015,201502,February 2015,4,0,2,Exports,826,United Kingdom,,834,United Rep. of Tanzania,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,2652,,11817,,,0
HS,2015,201502,February 2015,4,0,1,Imports,826,United Kingdom,,842,United States of America,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,900,,46044,,,0
HS,2015,201502,February 2015,4,0,2,Exports,826,United Kingdom,,842,United States of America,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,1280,,18246,,,0
HS,2015,201502,February 2015,4,0,2,Exports,826,United Kingdom,,854,Burkina Faso,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,75000,,286797,,,0
HS,2015,201502,February 2015,4,0,2,Exports,826,United Kingdom,,887,Yemen,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,350000,,961707,,,0
HS,2015,201502,February 2015,4,0,2,Exports,826,United Kingdom,,899,"Areas, nes",,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,2340,,4196,,,0
HS,2015,201503,March 2015,4,0,1,Imports,826,United Kingdom,,0,World,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,7692638,,19060364,,,0
HS,2015,201503,March 2015,4,0,2,Exports,826,United Kingdom,,0,World,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,11924477,,26293698,,,0
HS,2015,201503,March 2015,4,0,2,Exports,826,United Kingdom,,12,Algeria,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,650000,,1863881,,,0
HS,2015,201503,March 2015,4,0,2,Exports,826,United Kingdom,,24,Angola,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,230000,,973881,,,0
HS,2015,201503,March 2015,4,0,2,Exports,826,United Kingdom,,28,Antigua and Barbuda,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,4000,,13893,,,0
HS,2015,201503,March 2015,4,0,2,Exports,826,United Kingdom,,40,Austria,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,26,,213,,,0
HS,2015,201503,March 2015,4,0,2,Exports,826,United Kingdom,,50,Bangladesh,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,150550,,330164,,,0
HS,2015,201503,March 2015,4,0,2,Exports,826,United Kingdom,,52,Barbados,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,1060,,2726,,,0
HS,2015,201503,March 2015,4,0,1,Imports,826,United Kingdom,,56,Belgium,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,584644,,1963490,,,0
HS,2015,201503,March 2015,4,0,2,Exports,826,United Kingdom,,56,Belgium,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,119384,,294417,,,0
HS,2015,201503,March 2015,4,0,2,Exports,826,United Kingdom,,104,Myanmar,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,404,,7116,,,0
HS,2015,201503,March 2015,4,0,2,Exports,826,United Kingdom,,120,Cameroon,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,125000,,337195,,,0
HS,2015,201503,March 2015,4,0,2,Exports,826,United Kingdom,,136,Cayman Isds,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,195,,3048,,,0
HS,2015,201503,March 2015,4,0,2,Exports,826,United Kingdom,,144,Sri Lanka,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,10850,,22751,,,0
HS,2015,201503,March 2015,4,0,2,Exports,826,United Kingdom,,156,China,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,203800,,1724369,,,0
HS,2015,201503,March 2015,4,0,2,Exports,826,United Kingdom,,178,Congo,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,125000,,461344,,,0
HS,2015,201503,March 2015,4,0,2,Exports,826,United Kingdom,,180,Dem.Rep. of the Congo,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,75000,,132725,,,0
HS,2015,201503,March 2015,4,0,2,Exports,826,United Kingdom,,192,Cuba,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,384000,,1120079,,,0
HS,2015,201503,March 2015,4,0,2,Exports,826,United Kingdom,,196,Cyprus,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,3146,,6899,,,0
HS,2015,201503,March 2015,4,0,2,Exports,826,United Kingdom,,203,Czech Rep.,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,5,,69,,,0
HS,2015,201503,March 2015,4,0,1,Imports,826,United Kingdom,,208,Denmark,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,13050,,30979,,,0
HS,2015,201503,March 2015,4,0,2,Exports,826,United Kingdom,,208,Denmark,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,27719,,54006,,,0
HS,2015,201503,March 2015,4,0,2,Exports,826,United Kingdom,,214,Dominican Rep.,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,150000,,437269,,,0
HS,2015,201503,March 2015,4,0,2,Exports,826,United Kingdom,,226,Equatorial Guinea,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,16500,,51332,,,0
HS,2015,201503,March 2015,4,0,2,Exports,826,United Kingdom,,246,Finland,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,76,,801,,,0
HS,2015,201503,March 2015,4,0,1,Imports,826,United Kingdom,,251,France,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,2003469,,4993292,,,0
HS,2015,201503,March 2015,4,0,2,Exports,826,United Kingdom,,251,France,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,160239,,299757,,,0
HS,2015,201503,March 2015,4,0,2,Exports,826,United Kingdom,,266,Gabon,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,46500,,148343,,,0
HS,2015,201503,March 2015,4,0,1,Imports,826,United Kingdom,,276,Germany,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,1767483,,4270991,,,0
HS,2015,201503,March 2015,4,0,2,Exports,826,United Kingdom,,276,Germany,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,2007534,,1364342,,,0
HS,2015,201503,March 2015,4,0,2,Exports,826,United Kingdom,,300,Greece,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,18,,37,,,0
HS,2015,201503,March 2015,4,0,2,Exports,826,United Kingdom,,324,Guinea,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,271500,,1061436,,,0
HS,2015,201503,March 2015,4,0,2,Exports,826,United Kingdom,,328,Guyana,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,16000,,54840,,,0
HS,2015,201503,March 2015,4,0,2,Exports,826,United Kingdom,,344,"China, Hong Kong SAR",,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,337883,,2052802,,,0
HS,2015,201503,March 2015,4,0,1,Imports,826,United Kingdom,,348,Hungary,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,202,,605,,,0
